,Year,Entidad,Tipo.de.delito,Enerosum,Eneromean,Febrerosum,Febreromean,Marzosum,Marzomean,Abrilsum,Abrilmean,Mayosum,Mayomean,Juniosum,Juniomean,Juliosum,Juliomean,Agostosum,Agostomean,Septiembresum,Septiembremean,Octubresum,Octubremean,Noviembresum,Noviembremean,Diciembresum,Diciembremean
118,2018,Querétaro,Violencia familiar,113,5.947368421,97,5.105263158,136,7.157894737,178,9.368421053,179,9.421052632,154,8.105263158,177,9.315789474,175,9.210526316,182,9.578947368,188,9.894736842,142,7.473684211,144,7.578947368
119,2018,Quintana Roo,Violencia familiar,247,22.45454545,299,27.18181818,278,25.27272727,315,28.63636364,344,31.27272727,373,33.90909091,490,44.54545455,402,36.54545455,279,25.36363636,315,28.63636364,330,30,353,32.09090909
120,2018,San Luis Potosí,Violencia familiar,436,7.517241379,430,7.413793103,434,7.482758621,503,8.672413793,588,10.13793103,561,9.672413793,581,10.01724138,533,9.189655172,562,9.689655172,535,9.224137931,443,7.637931034,442,7.620689655
121,2018,Sinaloa,Violencia familiar,232,12.88888889,300,16.66666667,316,17.55555556,371,20.61111111,364,20.22222222,328,18.22222222,276,15.33333333,303,16.83333333,317,17.61111111,405,22.5,320,17.77777778,268,14.88888889
122,2018,Sonora,Violencia familiar,132,1.783783784,166,2.243243243,180,2.432432432,214,2.891891892,216,2.918918919,203,2.743243243,188,2.540540541,185,2.5,179,2.418918919,206,2.783783784,178,2.405405405,148,2
123,2018,Tabasco,Violencia familiar,412,24.23529412,490,28.82352941,565,33.23529412,590,34.70588235,632,37.17647059,614,36.11764706,583,34.29411765,506,29.76470588,578,34,599,35.23529412,424,24.94117647,455,26.76470588
124,2018,Tamaulipas,Violencia familiar,398,9.255813953,473,11,549,12.76744186,594,13.81395349,713,16.58139535,647,15.04651163,695,16.1627907,689,16.02325581,674,15.6744186,623,14.48837209,492,11.44186047,482,11.20930233
125,2018,Tlaxcala,Violencia familiar,15,0.25,13,0.216666667,18,0.3,20,0.333333333,17,0.283333333,17,0.283333333,12,0.2,12,0.2,6,0.1,0,0,0,0,0,0
126,2018,Veracruz de Ignacio de la Llave,Violencia familiar,505,2.359813084,562,2.626168224,611,2.855140187,676,3.158878505,678,3.168224299,648,3.028037383,515,2.406542056,537,2.509345794,608,2.841121495,474,2.214953271,248,1.158878505,157,0.73364486
127,2018,Yucatán,Violencia familiar,168,1.58490566,166,1.566037736,185,1.745283019,199,1.877358491,196,1.849056604,146,1.377358491,33,0.311320755,184,1.735849057,191,1.801886792,169,1.594339623,169,1.594339623,129,1.216981132
128,2018,Zacatecas,Violencia familiar,128,2.206896552,149,2.568965517,177,3.051724138,196,3.379310345,187,3.224137931,188,3.24137931,186,3.206896552,195,3.362068966,195,3.362068966,220,3.793103448,162,2.793103448,168,2.896551724
129,2019,Aguascalientes,Violencia familiar,127,11.54545455,153,13.90909091,209,19,199,18.09090909,189,17.18181818,188,17.09090909,195,17.72727273,195,17.72727273,173,15.72727273,206,18.72727273,170,15.45454545,148,13.45454545
130,2019,Baja California,Violencia familiar,654,130.8,570,114,769,153.8,859,171.8,877,175.4,971,194.2,1054,210.8,1042,208.4,1056,211.2,995,199,836,167.2,772,154.4
131,2019,Baja California Sur,Violencia familiar,158,31.6,165,33,201,40.2,236,47.2,215,43,266,53.2,256,51.2,234,46.8,251,50.2,225,45,185,37,220,44
132,2019,Campeche,Violencia familiar,4,0.363636364,9,0.818181818,4,0.363636364,6,0.545454545,11,1,7,0.636363636,4,0.363636364,2,0.181818182,3,0.272727273,5,0.454545455,3,0.272727273,4,0.363636364
133,2019,Chiapas,Violencia familiar,466,3.788617886,443,3.601626016,453,3.682926829,442,3.593495935,469,3.81300813,439,3.569105691,445,3.617886179,377,3.06504065,358,2.910569106,400,3.25203252,433,3.520325203,383,3.113821138
134,2019,Chihuahua,Violencia familiar,762,11.37313433,689,10.28358209,800,11.94029851,937,13.98507463,1045,15.59701493,1072,16,1205,17.98507463,1042,15.55223881,1019,15.20895522,868,12.95522388,715,10.67164179,814,12.14925373
135,2019,Ciudad de México,Violencia familiar,1609,94.64705882,1754,103.1764706,2205,129.7058824,2171,127.7058824,2477,145.7058824,2156,126.8235294,2205,129.7058824,2402,141.2941176,2315,136.1764706,2193,129,2114,124.3529412,2174,127.8823529
136,2019,Coahuila de Zaragoza,Violencia familiar,646,17,1025,26.97368421,848,22.31578947,801,21.07894737,1128,29.68421053,918,24.15789474,884,23.26315789,1213,31.92105263,921,24.23684211,971,25.55263158,657,17.28947368,635,16.71052632
137,2019,Colima,Violencia familiar,198,19.8,236,23.6,292,29.2,252,25.2,271,27.1,315,31.5,258,25.8,314,31.4,261,26.1,300,30,253,25.3,276,27.6
138,2019,Durango,Violencia familiar,377,9.666666667,432,11.07692308,463,11.87179487,541,13.87179487,589,15.1025641,633,16.23076923,644,16.51282051,628,16.1025641,577,14.79487179,542,13.8974359,455,11.66666667,439,11.25641026
139,2019,Guanajuato,Violencia familiar,823,17.89130435,813,17.67391304,967,21.02173913,1030,22.39130435,1168,25.39130435,1029,22.36956522,943,20.5,932,20.26086957,875,19.02173913,928,20.17391304,829,18.02173913,805,17.5
140,2019,Guerrero,Violencia familiar,205,2.530864198,216,2.666666667,283,3.49382716,240,2.962962963,258,3.185185185,260,3.209876543,295,3.641975309,276,3.407407407,275,3.395061728,258,3.185185185,250,3.086419753,211,2.604938272
141,2019,Hidalgo,Violencia familiar,552,6.571428571,540,6.428571429,463,5.511904762,483,5.75,609,7.25,580,6.904761905,334,3.976190476,456,5.428571429,456,5.428571429,416,4.952380952,381,4.535714286,349,4.154761905
142,2019,Jalisco,Violencia familiar,686,5.444444444,685,5.436507937,841,6.674603175,937,7.436507937,1169,9.277777778,1026,8.142857143,1062,8.428571429,1134,9,951,7.547619048,1001,7.944444444,782,6.206349206,779,6.182539683
143,2019,México,Violencia familiar,480,3.84,541,4.328,634,5.072,638,5.104,768,6.144,889,7.112,785,6.28,861,6.888,921,7.368,956,7.648,893,7.144,883,7.064
144,2019,Michoacán de Ocampo,Violencia familiar,73,0.646017699,63,0.557522124,86,0.761061947,67,0.592920354,81,0.716814159,81,0.716814159,76,0.672566372,78,0.690265487,81,0.716814159,69,0.610619469,75,0.663716814,81,0.716814159
145,2019,Morelos,Violencia familiar,414,12.54545455,323,9.787878788,501,15.18181818,466,14.12121212,511,15.48484848,406,12.3030303,435,13.18181818,378,11.45454545,370,11.21212121,486,14.72727273,437,13.24242424,405,12.27272727
146,2019,Nayarit,Violencia familiar,34,1.7,58,2.9,59,2.95,62,3.1,90,4.5,63,3.15,67,3.35,56,2.8,59,2.95,86,4.3,73,3.65,61,3.05
147,2019,Nuevo León,Violencia familiar,961,18.84313725,1162,22.78431373,1216,23.84313725,1250,24.50980392,1563,30.64705882,1472,28.8627451,1434,28.11764706,1506,29.52941176,1485,29.11764706,1717,33.66666667,1225,24.01960784,1348,26.43137255
148,2019,Oaxaca,Violencia familiar,485,0.84938704,463,0.810858144,552,0.966725044,562,0.984238179,638,1.117338004,525,0.91943958,573,1.003502627,604,1.057793345,522,0.914185639,511,0.894921191,472,0.826619965,532,0.931698774
149,2019,Puebla,Violencia familiar,542,2.497695853,637,2.935483871,772,3.557603687,844,3.889400922,915,4.216589862,792,3.649769585,846,3.898617512,827,3.811059908,714,3.290322581,787,3.626728111,673,3.101382488,728,3.35483871
150,2019,Querétaro,Violencia familiar,150,7.894736842,159,8.368421053,221,11.63157895,236,12.42105263,245,12.89473684,216,11.36842105,385,20.26315789,354,18.63157895,286,15.05263158,338,17.78947368,283,14.89473684,262,13.78947368
151,2019,Quintana Roo,Violencia familiar,469,42.63636364,431,39.18181818,504,45.81818182,518,47.09090909,515,46.81818182,533,48.45454545,574,52.18181818,423,38.45454545,407,37,477,43.36363636,341,31,316,28.72727273
152,2019,San Luis Potosí,Violencia familiar,536,9.24137931,551,9.5,613,10.56896552,705,12.15517241,866,14.93103448,698,12.03448276,816,14.06896552,747,12.87931034,737,12.70689655,726,12.51724138,612,10.55172414,626,10.79310345
153,2019,Sinaloa,Violencia familiar,343,19.05555556,343,19.05555556,378,21,392,21.77777778,416,23.11111111,379,21.05555556,389,21.61111111,355,19.72222222,366,20.33333333,466,25.88888889,341,18.94444444,292,16.22222222
154,2019,Sonora,Violencia familiar,140,1.891891892,189,2.554054054,267,3.608108108,292,3.945945946,339,4.581081081,304,4.108108108,361,4.878378378,329,4.445945946,305,4.121621622,333,4.5,400,5.405405405,328,4.432432432
155,2019,Tabasco,Violencia familiar,518,30.47058824,582,34.23529412,571,33.58823529,590,34.70588235,764,44.94117647,665,39.11764706,735,43.23529412,669,39.35294118,615,36.17647059,640,37.64705882,337,19.82352941,529,31.11764706
156,2019,Tamaulipas,Violencia familiar,463,10.76744186,566,13.1627907,612,14.23255814,648,15.06976744,812,18.88372093,652,15.1627907,706,16.41860465,711,16.53488372,656,15.25581395,648,15.06976744,512,11.90697674,523,12.1627907
157,2019,Tlaxcala,Violencia familiar,0,0,2,0.033333333,0,0,1,0.016666667,4,0.066666667,4,0.066666667,2,0.033333333,0,0,1,0.016666667,1,0.016666667,1,0.016666667,1,0.016666667
158,2019,Veracruz de Ignacio de la Llave,Violencia familiar,810,3.785046729,813,3.799065421,820,3.831775701,890,4.158878505,979,4.574766355,933,4.359813084,913,4.26635514,876,4.093457944,934,4.364485981,905,4.228971963,715,3.341121495,736,3.439252336
159,2019,Yucatán,Violencia familiar,124,1.169811321,134,1.264150943,146,1.377358491,121,1.141509434,123,1.160377358,92,0.867924528,106,1,95,0.896226415,106,1,97,0.91509434,76,0.716981132,75,0.70754717
160,2019,Zacatecas,Violencia familiar,153,2.637931034,186,3.206896552,244,4.206896552,215,3.706896552,269,4.637931034,252,4.344827586,248,4.275862069,257,4.431034483,231,3.982758621,245,4.224137931,260,4.482758621,234,4.034482759
161,2020,Aguascalientes,Violencia familiar,165,15,172,15.63636364,223,20.27272727,144,13.09090909,150,13.63636364,218,19.81818182,199,18.09090909,207,18.81818182,163,14.81818182,199,18.09090909,164,14.90909091,149,13.54545455
162,2020,Baja California,Violencia familiar,747,149.4,892,178.4,998,199.6,598,119.6,724,144.8,785,157,1064,212.8,1100,220,1109,221.8,1097,219.4,873,174.6,794,158.8
163,2020,Baja California Sur,Violencia familiar,174,34.8,191,38.2,247,49.4,163,32.6,152,30.4,254,50.8,224,44.8,192,38.4,278,55.6,248,49.6,209,41.8,158,31.6
164,2020,Campeche,Violencia familiar,6,0.545454545,2,0.181818182,7,0.636363636,4,0.363636364,1,0.090909091,0,0,1,0.090909091,2,0.181818182,8,0.727272727,7,0.636363636,4,0.363636364,3,0.272727273
165,2020,Chiapas,Violencia familiar,395,3.211382114,433,3.520325203,591,4.804878049,387,3.146341463,327,2.658536585,235,1.910569106,377,3.06504065,387,3.146341463,376,3.056910569,333,2.707317073,349,2.837398374,284,2.308943089
166,2020,Chihuahua,Violencia familiar,723,10.79104478,830,12.3880597,894,13.34328358,864,12.89552239,913,13.62686567,1255,18.73134328,1254,18.71641791,1163,17.35820896,1028,15.34328358,877,13.08955224,724,10.80597015,768,11.46268657
167,2020,Ciudad de México,Violencia familiar,2070,121.7647059,2485,146.1764706,2792,164.2352941,1786,105.0588235,1550,91.17647059,1980,116.4705882,2301,135.3529412,2564,150.8235294,2440,143.5294118,2777,163.3529412,2533,149,2489,146.4117647
168,2020,Coahuila de Zaragoza,Violencia familiar,748,19.68421053,794,20.89473684,833,21.92105263,504,13.26315789,662,17.42105263,922,24.26315789,876,23.05263158,810,21.31578947,740,19.47368421,960,25.26315789,750,19.73684211,692,18.21052632
169,2020,Colima,Violencia familiar,313,31.3,327,32.7,352,35.2,301,30.1,361,36.1,441,44.1,387,38.7,377,37.7,386,38.6,418,41.8,356,35.6,319,31.9
170,2020,Durango,Violencia familiar,428,10.97435897,472,12.1025641,596,15.28205128,374,9.58974359,432,11.07692308,449,11.51282051,481,12.33333333,487,12.48717949,468,12,440,11.28205128,251,6.435897436,341,8.743589744
171,2020,Guanajuato,Violencia familiar,775,16.84782609,865,18.80434783,997,21.67391304,730,15.86956522,751,16.32608696,835,18.15217391,819,17.80434783,801,17.41304348,851,18.5,997,21.67391304,838,18.2173913,776,16.86956522
172,2020,Guerrero,Violencia familiar,269,3.320987654,283,3.49382716,317,3.913580247,179,2.209876543,147,1.814814815,196,2.419753086,257,3.172839506,277,3.419753086,266,3.283950617,289,3.567901235,273,3.37037037,243,3
173,2020,Hidalgo,Violencia familiar,406,4.833333333,435,5.178571429,631,7.511904762,576,6.857142857,408,4.857142857,522,6.214285714,511,6.083333333,451,5.369047619,508,6.047619048,479,5.702380952,423,5.035714286,374,4.452380952
174,2020,Jalisco,Violencia familiar,777,6.166666667,943,7.484126984,1094,8.682539683,965,7.658730159,1116,8.857142857,1198,9.507936508,1106,8.777777778,999,7.928571429,941,7.468253968,1026,8.142857143,858,6.80952381,867,6.880952381
175,2020,México,Violencia familiar,884,7.072,995,7.96,998,7.984,1449,11.592,1392,11.136,1616,12.928,1594,12.752,1592,12.736,1716,13.728,1639,13.112,1524,12.192,1516,12.128
176,2020,Michoacán de Ocampo,Violencia familiar,78,0.690265487,73,0.646017699,121,1.07079646,113,1,100,0.884955752,118,1.044247788,108,0.955752212,95,0.840707965,105,0.92920354,111,0.982300885,89,0.787610619,74,0.654867257
177,2020,Morelos,Violencia familiar,424,12.84848485,459,13.90909091,520,15.75757576,320,9.696969697,315,9.545454545,381,11.54545455,433,13.12121212,467,14.15151515,402,12.18181818,420,12.72727273,395,11.96969697,402,12.18181818
178,2020,Nayarit,Violencia familiar,60,3,97,4.85,82,4.1,49,2.45,48,2.4,68,3.4,64,3.2,74,3.7,81,4.05,93,4.65,79,3.95,69,3.45
179,2020,Nuevo León,Violencia familiar,1312,25.7254902,1258,24.66666667,1670,32.74509804,1195,23.43137255,1356,26.58823529,1569,30.76470588,1529,29.98039216,1709,33.50980392,1838,36.03921569,1734,34,1486,29.1372549,1284,25.17647059
180,2020,Oaxaca,Violencia familiar,499,0.873905429,574,1.00525394,650,1.138353765,445,0.779334501,463,0.810858144,421,0.737302977,527,0.922942207,562,0.984238179,595,1.042031524,606,1.061295972,567,0.992994746,565,0.989492119
181,2020,Puebla,Violencia familiar,738,3.400921659,795,3.66359447,981,4.520737327,766,3.529953917,698,3.216589862,758,3.493087558,780,3.594470046,738,3.400921659,687,3.165898618,753,3.470046083,703,3.239631336,728,3.35483871
182,2020,Querétaro,Violencia familiar,260,13.68421053,298,15.68421053,376,19.78947368,297,15.63157895,308,16.21052632,261,13.73684211,342,18,295,15.52631579,274,14.42105263,313,16.47368421,281,14.78947368,247,13
183,2020,Quintana Roo,Violencia familiar,363,33,370,33.63636364,518,47.09090909,257,23.36363636,297,27,402,36.54545455,409,37.18181818,415,37.72727273,509,46.27272727,353,32.09090909,440,40,480,43.63636364
184,2020,San Luis Potosí,Violencia familiar,604,10.4137931,639,11.01724138,703,12.12068966,586,10.10344828,606,10.44827586,713,12.29310345,756,13.03448276,576,9.931034483,680,11.72413793,698,12.03448276,641,11.05172414,579,9.982758621
185,2020,Sinaloa,Violencia familiar,341,18.94444444,362,20.11111111,371,20.61111111,263,14.61111111,409,22.72222222,466,25.88888889,445,24.72222222,512,28.44444444,494,27.44444444,512,28.44444444,466,25.88888889,497,27.61111111
186,2020,Sonora,Violencia familiar,314,4.243243243,371,5.013513514,381,5.148648649,174,2.351351351,589,7.959459459,460,6.216216216,376,5.081081081,492,6.648648649,542,7.324324324,589,7.959459459,645,8.716216216,517,6.986486486
187,2020,Tabasco,Violencia familiar,558,32.82352941,607,35.70588235,587,34.52941176,258,15.17647059,270,15.88235294,492,28.94117647,625,36.76470588,681,40.05882353,660,38.82352941,668,39.29411765,487,28.64705882,552,32.47058824
188,2020,Tamaulipas,Violencia familiar,503,11.69767442,539,12.53488372,657,15.27906977,412,9.581395349,464,10.79069767,605,14.06976744,501,11.65116279,592,13.76744186,604,14.04651163,589,13.69767442,511,11.88372093,490,11.39534884
189,2020,Tlaxcala,Violencia familiar,0,0,5,0.083333333,0,0,0,0,2,0.033333333,0,0,0,0,1,0.016666667,1,0.016666667,2,0.033333333,6,0.1,1,0.016666667
190,2020,Veracruz de Ignacio de la Llave,Violencia familiar,613,2.864485981,925,4.322429907,942,4.401869159,806,3.76635514,759,3.546728972,853,3.985981308,924,4.317757009,859,4.014018692,1002,4.682242991,1023,4.780373832,866,4.046728972,814,3.803738318
191,2020,Yucatán,Violencia familiar,58,0.547169811,73,0.688679245,87,0.820754717,26,0.245283019,30,0.283018868,46,0.433962264,42,0.396226415,45,0.424528302,71,0.669811321,73,0.688679245,105,0.990566038,70,0.660377358
192,2020,Zacatecas,Violencia familiar,246,4.24137931,237,4.086206897,288,4.965517241,245,4.224137931,262,4.517241379,363,6.25862069,291,5.017241379,323,5.568965517,266,4.586206897,266,4.586206897,285,4.913793103,243,4.189655172
